Facility,State,County / Name of Facility,"Confirmed Cases 
(Staff)",Confirmed Cases (Residents),"Confirmed Deaths
(Staff)","Confirmed Deaths
(Residents)",Staff Recovered,Residents Recovered,"Date 
(last updated)",Source(s),Additional Notes,Coder
Prison,Delaware,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,0,5/2/20,https://doc.delaware.gov/views/covid19.blade.shtml,"(4/30/20) third death at James T. Vaughn for a resident ( https://www.wdel.com/news/third-vaughn-prisoner-dies-from-covid-19/article_ff290160-8b3f-11ea-8cd8-e7b21ed1ed0b.html ) ----- (4/23/20) DE announces 3 resident recoveries at James T Vaughn CC and 1 staff recovery (no facility listed) ( http://www.wboc.com/story/42041207/del-doc-marks-first-staff-and-inmate-recoveries-from-covid19 ) ----- (04/16/20) article reports resident death at Vaugn, had previously tested negative for COVID but most recent test is pending - added to the count for now (https://www.delawareonline.com/story/news/2020/04/16/vaughn-prison-inmate-dies-covid-19-test-pending/5144916002/) https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf",KP
Prison,Delaware,Plummer Community Corrections Center,1,0,0,0,0,0,5/2/20,https://doc.delaware.gov/views/covid19.blade.shtml,"(4/30/20) third death at James T. Vaughn for a resident ( https://www.wdel.com/news/third-vaughn-prisoner-dies-from-covid-19/article_ff290160-8b3f-11ea-8cd8-e7b21ed1ed0b.html ) ----- (4/23/20) DE announces 3 resident recoveries at James T Vaughn CC and 1 staff recovery (no facility listed) ( http://www.wboc.com/story/42041207/del-doc-marks-first-staff-and-inmate-recoveries-from-covid19 ) ----- (04/16/20) article reports resident death at Vaugn, had previously tested negative for COVID but most recent test is pending - added to the count for now (https://www.delawareonline.com/story/news/2020/04/16/vaughn-prison-inmate-dies-covid-19-test-pending/5144916002/) https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf",KP
Prison,Delaware,Sussex Community Corrections Center,5,16,0,0,0,0,5/2/20,https://doc.delaware.gov/views/covid19.blade.shtml,"(4/30/20) third death at James T. Vaughn for a resident ( https://www.wdel.com/news/third-vaughn-prisoner-dies-from-covid-19/article_ff290160-8b3f-11ea-8cd8-e7b21ed1ed0b.html ) ----- (4/23/20) DE announces 3 resident recoveries at James T Vaughn CC and 1 staff recovery (no facility listed) ( http://www.wboc.com/story/42041207/del-doc-marks-first-staff-and-inmate-recoveries-from-covid19 ) ----- (04/16/20) article reports resident death at Vaugn, had previously tested negative for COVID but most recent test is pending - added to the count for now (https://www.delawareonline.com/story/news/2020/04/16/vaughn-prison-inmate-dies-covid-19-test-pending/5144916002/) https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf",KP
Prison,Florida,State-Wide (for non-specific facilities),,,,2,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Apalachee CI,8,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Avon Park CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Baker CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Bay CF,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Blackwater CF,11,48,0,5,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Calhoun CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Century CI,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,CFRC,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Charlotte CI,3,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Columbia CI,1,25,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Cross City CI,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Dade CI,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Desoto Annex,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Everglades CI,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Florida State Prison,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,FWRC,2,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Franklin CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Gadsden CF,14,7,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Gadsden Re-Entry Center,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Graceville CF,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Gulf CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Hamilton CI,2,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Hardee CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Hernando CI,2,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Holmes CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Homestead CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Jackson CI,4,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Jefferson CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Lake CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Lake City CF,1,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
Prison,Florida,Lancaster CI,0,0,0,0,,,5/2/20,http://www.dc.state.fl.us/comm/covid-19.html,"(4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP
